Observation Date,Temperature,Salinity,Dissolved Oxygen,On/Off,Probability
2002-12-04,15.84,33.854,5.86,0,0.009
2002-12-04,15.25,33.79,5.58,0,0.0077
2002-12-04,15.08,33.757,5.35,0,0.0075
2002-12-04,13.41,33.375,5.74,0,0.004
2002-12-04,15.44,33.611999999999995,5.27,0,0.0087
2002-12-04,18.78,34.059,5.23,0,0.0277
2002-12-05,19.54,34.08,5.21,0,0.036
2002-12-05,19.66,34.257,5.46,0,0.036
2002-12-05,19.95,34.128,4.44,0,0.0465
2002-12-05,19.57,34.193000000000005,4.84,0,0.0384
2002-12-05,18.1,33.846,4.86,0,0.0233
2002-12-05,14.89,33.357,5.31,0,0.0071
2002-12-05,14.87,33.563,5.5,0,0.0069
2002-12-05,16.1,33.657,5.22,0,0.011
2002-12-05,14.85,33.477,5.73,0,0.0066
2002-12-05,11.92,32.889,6.02,0,0.0023
2002-12-05,13.64,33.179,6.18,0,0.004
2002-12-05,17.61,33.65,6.02,0,0.0165
2002-12-05,19.57,34.175,5.68,0,0.0338
2002-12-05,19.49,34.059,5.38,0,0.0345
2002-12-11,18.35,34.125,5.45,0,0.023
2002-12-11,19.96,34.122,5.31,0,0.0409
2002-12-11,18.83,34.265,5.26,0,0.0279
2002-12-11,17.99,33.959,5.35,0,0.0207
2002-12-11,19.39,34.402,5.44,0,0.0328
2002-12-11,19.49,34.22,5.38,0,0.0344
2002-12-11,19.35,34.243,5.4,0,0.0327
2002-12-11,19.24,34.098,5.21,0,0.0325
2002-12-11,18.98,33.803000000000004,5.19,0,0.03
2002-12-11,17.7,33.771,5.58,0,0.0182
2002-12-11,18.45,33.842,5.46,0,0.024
2002-12-12,18.02,33.832,5.22,0,0.0214
2002-12-12,17.73,33.606,5.67,0,0.0182
2002-12-12,17.05,33.324,5.6,0,0.0146
2002-12-12,15.67,33.007,5.74,0,0.0089
2002-12-12,15.79,32.733000000000004,5.62,0,0.0095
2002-12-12,15.41,33.149,5.47,0,0.0084
2002-12-12,15.73,33.111999999999995,5.69,0,0.0091
2002-12-12,16.07,33.361,5.38,0,0.0107
2002-12-12,15.85,33.325,5.32,0,0.01
2002-12-12,16.94,33.336,5.29,0,0.0147
2002-12-12,17.5,33.507,5.38,0,0.0176
2002-12-12,17.35,33.666,5.34,0,0.0167
2002-12-12,15.76,33.298,5.39,0,0.0096
2002-12-12,16.01,33.129,5.29,0,0.0107
2002-12-12,13.4,32.747,5.96,0,0.0039
2002-12-14,16.16,34.09,4.44,0,0.0125
2002-12-14,16.34,33.96,4.44,0,0.0134
2002-12-14,17.24,34.21,4.47,0,0.0182
2002-12-14,17.49,34.29,4.52,0,0.0196
2002-12-14,16.47,34.13,4.72,0,0.0134
2002-12-14,16.07,33.9,4.44,0,0.0122
2002-12-14,15.68,33.64,4.31,0,0.011
2002-12-14,15.35,33.3,4.37,0,0.0098
2002-12-14,13.95,33.56,4.38,0,0.0059
2002-12-15,14.0,33.85,4.64,0,0.0057
2002-12-15,13.64,33.88,4.66,0,0.005
2002-12-15,14.86,34.05,4.63,0,0.0077
2002-12-15,13.64,33.9,4.57,0,0.0051
2002-12-15,14.97,34.08,4.57,0,0.0081
2002-12-15,15.43,33.85,4.42,0,0.0098
2002-12-15,15.43,33.85,4.42,0,0.0098
2002-12-15,16.74,34.19,4.72,0,0.0147
2002-12-15,13.71,33.91,4.52,0,0.0053
2002-12-15,15.6,33.83,4.53,0,0.0102
2002-12-15,15.37,34.01,4.8,0,0.009
2002-12-15,15.64,33.92,4.44,0,0.0105
2002-12-15,15.69,33.9,4.43,0,0.0107
2002-12-15,15.55,34.09,4.78,0,0.0096
2002-12-15,15.54,34.04,4.5,0,0.01
2002-12-15,14.71,33.89,4.57,0,0.0074
2002-12-18,12.65,32.919000000000004,6.03,0,0.0029
2002-12-18,11.33,32.602,5.6,0,0.002
2002-12-20,14.96,34.08,4.6,0,0.008
2002-12-20,15.36,34.07,4.77,0,0.009
2002-12-20,13.78,33.94,4.73,0,0.0052
2002-12-20,12.67,33.86,4.78,0,0.0035
2002-12-20,12.44,33.69,4.84,0,0.0032
2002-12-20,12.05,33.77,4.88,0,0.0028
2002-12-20,14.16,33.91,4.65,0,0.006
2002-12-20,14.19,33.76,4.56,0,0.0062
2002-12-21,12.05,33.8,4.7,0,0.0028
2002-12-21,14.07,33.96,4.75,0,0.0057
2002-12-21,14.69,34.1,4.63,0,0.0073
2002-12-21,10.3,33.76,5.22,0,0.0014
2002-12-21,12.76,33.7,4.71,0,0.0037
2002-12-21,12.76,33.7,4.71,0,0.0037
2002-12-21,14.71,33.8,4.49,0,0.0075
2002-12-21,11.74,32.871,5.85,0,0.0022
2002-12-21,13.82,33.95,5.26,0,0.0049
2002-12-21,7.46,33.57,5.63,0,0.0005
2002-12-21,11.71,32.68,6.15,0,0.0021
2002-12-21,7.72,33.59,5.28,0,0.0006
2002-12-21,11.64,32.503,6.48,0,0.0019
2002-12-28,10.84,32.332,7.14,0,0.0013
2002-12-28,6.65,33.52,5.79,0,0.0004
2002-12-28,6.6,33.55,5.81,0,0.0003
2002-12-28,6.65,33.52,5.79,0,0.0004
2002-12-28,6.55,33.53,5.67,0,0.0004
2002-12-28,9.41,33.85,5.38,0,0.001
2002-12-28,12.28,33.94,4.92,0,0.003
2002-12-28,13.04,33.98,4.84,0,0.0039
2002-12-28,10.89,32.353,6.03,0,0.0016
2002-12-28,10.95,32.295,6.24,0,0.0016
2002-12-28,10.97,32.705999999999996,6.58,0,0.0015
2002-12-30,8.71,32.188,7.0,0,0.0006
2002-12-30,9.44,32.211,7.05,0,0.0008
2002-12-30,9.22,32.289,6.43,0,0.0008
2002-12-30,9.35,32.223,6.72,0,0.0008
2002-12-30,9.5,32.257,6.4,0,0.0009
2002-12-30,9.43,32.253,6.55,0,0.0009
2002-12-30,9.32,32.260999999999996,6.9,0,0.0008
2002-12-30,8.96,32.265,6.73,0,0.0007
2002-12-30,8.96,32.265,6.73,0,0.0007
2002-12-31,9.1,32.324,6.7,0,0.0008
2002-12-31,9.14,32.247,6.72,0,0.0008
2002-12-31,9.05,32.118,6.76,0,0.0007
2002-12-31,7.96,31.991,7.18,0,0.0005
2002-12-31,9.14,32.247,6.72,0,0.0008
2002-12-31,7.23,31.899,7.17,0,0.0004
2002-12-31,8.86,32.116,6.82,0,0.0007
2002-12-31,8.17,32.097,6.79,0,0.0005
2002-12-31,8.5,32.33,6.61,0,0.0006
2002-12-31,9.13,32.287,6.9,0,0.0007
2002-12-31,9.1,32.324,6.7,0,0.0008
2002-12-31,9.14,32.439,6.92,0,0.0007
2002-12-31,9.0,32.446,6.93,0,0.0007
2002-12-31,7.74,32.145,6.8,0,0.0005
2002-12-31,7.85,32.07,6.91,0,0.0005
2003-01-01,6.49,31.522,6.98,0,0.0003
2003-01-08,5.45,33.77,5.77,0,0.0002
2003-01-08,5.68,33.71,5.83,0,0.0002
2003-01-08,5.68,33.73,5.82,0,0.0002
2003-01-08,5.29,33.66,5.63,0,0.0002
2003-01-08,7.36,33.67,5.43,0,0.0005
2003-01-08,10.61,33.92,5.32,0,0.0015
2003-01-08,10.01,33.53,5.33,0,0.0013
2003-01-09,10.68,33.93,4.73,0,0.0017
2003-01-09,10.52,33.92,4.84,0,0.0016
2003-01-09,10.85,33.93,5.08,0,0.0017
2003-01-09,11.06,33.93,5.11,0,0.0019
2003-02-06,11.63,34.047,6.0,0,0.002
2003-02-06,12.89,34.229,6.0,0,0.0031
2003-02-06,13.01,33.789,5.92,0,0.0033
2003-02-06,14.6,34.47,5.93,0,0.0057
2003-02-06,12.46,34.166,6.03,0,0.0026
2003-02-06,12.37,33.934,5.9,0,0.0026
2003-02-06,9.93,33.743,6.5,0,0.001
2003-02-06,10.32,33.835,6.3,0,0.0012
2003-02-06,9.8,33.418,6.37,0,0.001
2003-02-06,8.87,33.749,6.58,0,0.0007
2003-02-06,13.15,34.239000000000004,6.03,0,0.0034
2003-02-07,11.98,34.08,6.29,0,0.0021
2003-02-07,14.94,34.564,5.64,0,0.0067
2003-02-07,15.34,34.556,5.89,0,0.0074
2003-02-07,15.49,34.435,5.75,0,0.008
2003-02-07,15.05,34.521,5.63,0,0.007
2003-02-07,13.19,34.376999999999995,6.21,0,0.0033
2003-02-07,8.48,33.471,6.72,0,0.0006
2003-02-07,9.94,33.523,6.41,0,0.001
2003-02-07,9.7,33.779,6.43,0,0.0009
2003-02-07,7.21,33.510999999999996,6.42,0,0.0004
2003-02-07,13.71,33.933,6.25,0,0.004
2003-02-07,15.64,34.588,5.84,0,0.0083
2003-02-07,15.83,34.571,5.5,0,0.0093
2003-02-09,15.73,34.633,5.65,0,0.0088
2003-02-09,15.82,34.479,5.72,0,0.009
2003-02-09,15.59,34.397,5.76,0,0.0083
2003-02-09,15.7,34.47,5.57,0,0.0089
2003-02-09,16.32,34.568000000000005,5.59,0,0.011
2003-02-09,16.49,34.485,5.45,0,0.0119
2003-02-09,16.2,34.533,5.51,0,0.0106
2003-02-09,15.95,34.385999999999996,5.61,0,0.0096
2003-02-09,15.18,34.154,5.93,0,0.007
2003-02-09,15.01,34.214,5.64,0,0.0069
2003-02-09,15.1,34.376999999999995,5.66,0,0.0071
2003-02-10,14.43,34.156,5.76,0,0.0055
2003-02-10,14.2,34.159,5.94,0,0.005
2003-02-10,13.23,33.854,5.92,0,0.0036
2003-02-10,12.1,33.76,6.12,0,0.0023
2003-02-10,12.31,33.7,6.09,0,0.0025
2003-02-10,12.42,33.617,5.97,0,0.0027
2003-02-10,13.04,33.622,5.76,0,0.0034
2003-02-10,13.09,33.677,5.79,0,0.0035
2003-02-10,13.71,33.856,5.96,0,0.0042
2003-02-10,13.8,34.19,5.96,0,0.0043
2003-02-10,13.96,34.111999999999995,5.84,0,0.0046
2003-02-10,14.54,34.375,5.8,0,0.0057
2003-02-13,15.49,34.055,5.69,0,0.0082
2003-02-13,14.03,34.391999999999996,5.61,0,0.0049
2003-02-13,13.77,34.275,5.84,0,0.0043
2003-02-13,12.06,33.023,5.65,0,0.0025
2003-02-13,14.57,33.757,6.17,0,0.0055
2003-02-13,9.82,33.330999999999996,6.25,0,0.001
2003-02-13,13.48,33.558,6.13,0,0.0038
2003-02-13,12.77,33.467,6.43,0,0.0028
2003-02-13,7.3,33.475,6.92,0,0.0004
2003-02-13,10.71,32.78,6.4,0,0.0014
2003-02-13,8.1,33.507,6.82,0,0.0005
2003-02-13,9.87,32.568000000000005,6.23,0,0.0011
2003-02-13,12.31,34.19,5.57,0,0.0027
2003-02-13,9.27,32.45,6.65,0,0.0008
2003-02-13,12.33,34.28,5.58,0,0.0027
2003-02-13,12.33,34.23,5.69,0,0.0027
2003-02-13,9.3,32.076,6.74,0,0.0008
2003-02-13,13.76,34.43,5.56,0,0.0045
2003-02-13,9.29,32.985,6.51,0,0.0008
2003-02-13,9.43,32.044000000000004,6.43,0,0.0009
2003-02-14,13.24,34.21,5.52,0,0.0038
2003-02-14,13.24,34.21,5.52,0,0.0038
2003-02-14,12.56,34.31,5.59,0,0.0029
2003-02-14,11.76,34.21,5.63,0,0.0022
2003-02-14,11.18,34.03,5.65,0,0.0018
2003-02-14,10.47,33.67,5.63,0,0.0014
2003-02-14,11.16,34.1,2.78,0,0.0028
2003-02-14,16.73,34.56,5.35,0,0.0131
2003-02-14,15.57,34.213,5.18,0,0.0091
2003-02-14,15.17,34.11,5.8,0,0.0072
2003-02-14,14.64,33.938,6.26,0,0.0056
2003-02-14,14.34,33.879,6.09,0,0.0051
2003-02-15,12.12,33.475,6.11,0,0.0024
2003-02-15,11.39,33.313,6.37,0,0.0018
2003-02-15,8.77,32.318000000000005,6.68,0,0.0007
2003-02-15,8.38,32.055,7.05,0,0.0006
2003-02-15,8.48,31.549,6.85,0,0.0006
2003-02-15,9.51,33.93,5.95,0,0.0009
2003-02-15,8.52,31.695,7.02,0,0.0006
2003-02-15,11.5,34.11,3.01,0,0.003
2003-02-15,10.74,34.16,5.66,0,0.0015
2003-02-15,9.91,34.12,5.75,0,0.0011
2003-02-15,8.59,32.531,7.02,0,0.0006
2003-02-15,10.1,34.12,5.78,0,0.0012
2003-02-15,11.22,34.15,5.74,0,0.0018
2003-02-15,9.25,32.865,6.8,0,0.0008
2003-02-15,11.62,34.25,5.69,0,0.0021
2003-02-15,10.92,33.355,6.2,0,0.0015
2003-02-15,11.83,34.21,5.68,0,0.0022
2003-02-15,12.1,33.611,6.26,0,0.0023
2003-02-15,13.81,33.731,6.0,0,0.0043
2003-02-15,11.82,34.27,5.62,0,0.0022
2003-02-15,14.55,33.939,6.0,0,0.0056
2003-02-15,15.22,34.159,5.69,0,0.0074
2003-02-16,16.43,34.607,5.2,0,0.0121
2003-02-16,11.72,34.08,5.72,0,0.0021
2003-02-16,16.38,34.589,5.86,0,0.0107
2003-02-16,11.48,34.18,5.67,0,0.002
2003-02-16,16.77,34.683,5.69,0,0.0126
2003-02-16,11.56,34.09,5.72,0,0.002
2003-02-16,10.52,33.94,5.82,0,0.0014
2003-02-16,9.57,34.02,5.91,0,0.001
2003-02-16,9.78,33.91,5.94,0,0.001
2003-02-24,9.79,34.12,5.94,0,0.001
2003-02-24,10.04,34.17,2.98,0,0.0018
2003-02-24,9.72,34.13,5.94,0,0.001
2003-02-24,8.87,33.98,5.95,0,0.0008
2003-02-24,9.44,34.03,5.95,0,0.0009
2003-02-24,9.54,34.1,5.94,0,0.001
2003-02-24,9.57,34.07,5.95,0,0.001
2003-02-24,9.19,33.8,5.95,0,0.0008
2003-02-24,10.58,33.92,5.91,0,0.0014
2003-02-25,11.4,34.24,5.78,0,0.0019
2003-02-25,10.6,34.23,5.88,0,0.0014
2003-02-25,10.4,34.13,5.88,0,0.0013
2003-02-25,9.66,34.14,5.93,0,0.001
2003-02-25,10.13,34.05,5.97,0,0.0012
2003-02-25,10.37,33.99,5.9,0,0.0013
2003-02-25,9.26,33.91,6.01,0,0.0009
2003-02-25,9.51,33.95,5.93,0,0.0009
2003-02-25,8.96,34.0,6.02,0,0.0008
2003-02-25,8.15,34.05,5.94,0,0.0006
2003-02-25,8.25,33.87,5.91,0,0.0006
2003-02-25,8.46,33.92,5.88,0,0.0007
2003-02-25,9.22,33.98,5.91,0,0.0009
2003-02-25,8.5,33.78,5.85,0,0.0007
2003-02-25,8.37,33.86,2.95,0,0.001
2003-02-26,8.21,33.85,5.85,0,0.0006
2003-02-26,8.42,34.01,5.93,0,0.0006
2003-02-26,8.7,34.06,6.04,0,0.0007
2003-02-26,9.38,34.23,6.09,0,0.0009
2003-02-26,8.0,34.07,6.05,0,0.0005
2003-02-26,7.63,33.93,6.03,0,0.0005
2003-02-26,8.96,33.97,6.06,0,0.0008
2003-02-26,8.91,33.88,6.03,0,0.0008
2003-02-26,9.26,33.93,5.98,0,0.0009
2003-02-26,9.93,33.7,5.91,0,0.0011
2003-02-26,9.93,33.7,5.91,0,0.0011
2003-02-28,6.88,33.92,6.16,0,0.0004
2003-02-28,7.91,34.01,6.08,0,0.0005
2003-02-28,6.09,33.98,6.12,0,0.0003
2003-02-28,7.95,34.02,6.1,0,0.0005
2003-02-28,6.84,33.92,6.17,0,0.0004
2003-02-28,4.21,33.85,6.58,0,0.0001
2003-02-28,4.45,33.74,6.52,0,0.0001
2003-04-04,13.46,34.569,6.31,0,0.0036
2003-04-04,13.95,34.414,6.39,0,0.0042
2003-04-04,14.65,34.555,6.16,0,0.0056
2003-04-05,13.3,34.544000000000004,6.16,0,0.0035
2003-04-05,13.29,34.315,5.93,0,0.0036
2003-04-05,13.17,34.388000000000005,6.15,0,0.0033
2003-04-05,11.8,34.3,6.5,0,0.0019
2003-04-05,11.81,34.52,6.29,0,0.002
2003-04-05,12.08,34.0,6.23,0,0.0023
2003-04-05,13.36,34.26,6.24,0,0.0035
2003-04-05,11.61,34.061,6.27,0,0.0019
2003-04-05,12.84,34.343,6.37,0,0.0029
2003-04-05,15.85,34.689,6.11,0,0.0085
2003-04-06,15.88,34.583,5.93,0,0.0089
2003-04-06,15.22,34.579,6.07,0,0.0069
2003-04-06,14.05,34.364000000000004,5.35,0,0.0051
2003-04-06,12.61,34.021,5.98,0,0.0028
2003-04-06,11.01,33.751,6.29,0,0.0015
2003-04-06,11.13,33.615,6.48,0,0.0016
2003-04-06,11.47,33.871,6.35,0,0.0018
2003-04-06,11.51,33.76,6.42,0,0.0018
2003-04-06,13.3,34.204,6.0,0,0.0036
2003-04-06,14.12,34.428000000000004,6.17,0,0.0046
2003-04-06,13.25,34.229,6.08,0,0.0035
2003-04-09,14.83,34.396,6.02,0,0.0061
2003-04-09,16.1,34.641999999999996,5.81,0,0.0098
2003-04-09,15.93,34.579,5.77,0,0.0093
2003-04-09,15.51,34.676,6.12,0,0.0076
2003-04-09,16.23,34.708,5.76,0,0.0103
2003-04-09,16.53,34.391,5.87,0,0.0113
2003-04-09,16.35,34.489000000000004,5.59,0,0.0111
2003-04-09,16.0,34.603,5.94,0,0.0093
2003-04-09,15.44,34.507,5.83,0,0.0078
2003-04-09,14.35,34.288000000000004,5.74,0,0.0054
2003-04-10,13.88,34.0,5.86,0,0.0045
2003-04-10,12.74,33.584,6.24,0,0.0029
2003-04-10,11.54,33.117,6.51,0,0.0018
2003-04-10,10.24,32.593,6.47,0,0.0012
2003-04-10,11.12,33.385999999999996,6.45,0,0.0016
2003-04-10,11.72,33.743,6.41,0,0.0019
2003-04-10,11.72,33.743,6.41,0,0.0019
2003-04-10,11.49,33.4,6.5,0,0.0018
2003-04-10,11.72,33.445,6.52,0,0.0019
2003-04-10,7.16,31.761,7.2,0,0.0004
2003-04-10,12.01,33.681,6.55,0,0.0021
2003-04-10,12.59,33.704,6.29,0,0.0027
2003-04-10,6.65,32.02,8.04,0,0.0003
2003-04-10,12.82,33.795,6.03,0,0.003
2003-04-10,7.12,32.093,7.51,0,0.0003
2003-04-10,12.77,33.687,6.02,0,0.003
2003-04-10,13.05,33.794000000000004,5.93,0,0.0033
2003-04-10,7.63,32.408,9.38,0,0.0003
2003-04-10,7.48,32.466,7.58,0,0.0004
2003-04-10,14.66,34.545,5.67,0,0.006
2003-04-10,8.1,32.461999999999996,7.15,0,0.0005
2003-04-10,14.87,34.58,5.63,0,0.0065
2003-04-10,8.13,32.449,7.22,0,0.0005
2003-04-10,14.41,34.539,5.65,0,0.0055
2003-04-11,14.06,34.598,5.62,0,0.0049
2003-04-11,7.97,32.395,7.67,0,0.0004
2003-04-11,7.75,32.281,7.28,0,0.0004
2003-04-11,13.11,34.51,5.66,0,0.0035
2003-04-11,7.34,32.937,7.66,0,0.0003
2003-04-11,13.64,34.5,5.68,0,0.0042
2003-04-11,14.36,34.56,5.62,0,0.0055
2003-04-11,13.3,34.39,5.11,0,0.0041
2003-04-11,7.44,31.834,7.16,0,0.0004
2003-04-11,13.75,34.44,5.55,0,0.0045
2003-04-11,13.46,34.417,5.57,0,0.004
2003-04-12,12.74,34.17,6.24,0,0.0028
2003-04-12,12.15,33.830999999999996,6.27,0,0.0023
2003-04-12,11.44,33.641999999999996,6.17,0,0.0018
2003-04-12,11.09,33.451,6.21,0,0.0016
2003-04-12,8.17,31.745,7.46,0,0.0005
2003-04-12,7.77,32.059,7.21,0,0.0004
2003-04-12,7.98,32.341,7.93,0,0.0004
2003-04-12,8.41,32.415,7.35,0,0.0005
2003-04-12,8.76,32.416,7.02,0,0.0006
2003-04-12,8.74,32.41,6.91,0,0.0006
2003-04-13,9.03,32.476,7.22,0,0.0007
2003-04-13,8.99,32.424,7.51,0,0.0006
2003-04-13,8.76,32.38,7.34,0,0.0006
2003-04-13,8.58,32.199,7.98,0,0.0005
2003-04-13,8.4,31.72300000000001,6.96,0,0.0006
2003-04-13,12.98,34.31,5.81,0,0.0033
2003-04-13,13.15,34.37,5.78,0,0.0035
2003-04-13,13.85,34.45,5.9,0,0.0044
2003-04-13,14.34,34.54,5.95,0,0.0052
2003-04-13,8.44,32.259,6.49,0,0.0006
2003-04-14,14.43,34.54,6.02,0,0.0053
2003-04-14,14.43,34.54,6.02,0,0.0053
2003-04-14,13.83,34.52,6.03,0,0.0043
2003-04-14,13.84,34.67,5.96,0,0.0043
2003-04-14,13.92,34.51,5.98,0,0.0044
2003-04-14,12.64,34.31,6.15,0,0.0028
2003-04-14,12.84,34.56,6.05,0,0.003
2003-04-14,13.88,34.48,6.12,0,0.0043
2003-04-14,13.78,34.43,6.04,0,0.0042
2003-04-15,13.99,34.4,5.98,0,0.0046
2003-04-15,13.36,34.4,5.92,0,0.0037
2003-04-15,13.35,34.35,6.03,0,0.0036
2003-04-15,13.79,34.31,5.95,0,0.0043
2003-04-15,13.52,34.29,5.97,0,0.0039
2003-04-15,10.9,32.321999999999996,8.15,0,0.0011
2003-04-15,12.14,32.461,8.03,0,0.0018
2003-04-15,10.86,32.568000000000005,8.2,0,0.0011
2003-04-15,12.16,33.168,6.55,0,0.0023
2003-04-15,10.71,32.885,7.89,0,0.0011
2003-04-16,10.69,32.711,8.39,0,0.001
2003-04-16,11.37,32.667,7.44,0,0.0015
2003-04-16,11.1,32.628,7.89,0,0.0013
2003-04-18,13.93,34.42,6.11,0,0.0044
2003-04-18,13.94,34.44,6.15,0,0.0043
2003-04-18,14.28,34.44,6.16,0,0.0049
2003-04-18,13.77,34.465,6.08,0,0.0041
2003-04-18,14.33,34.434,6.08,0,0.005
2003-04-23,14.02,34.451,5.88,0,0.0047
2003-04-23,13.86,34.404,5.81,0,0.0045
2003-04-23,14.03,34.293,5.86,0,0.0047
2003-04-24,11.53,34.228,6.13,0,0.0019
2003-04-24,10.87,34.135999999999996,6.19,0,0.0015
2003-04-24,10.84,34.144,6.11,0,0.0015
2003-04-24,12.2,34.375,6.05,0,0.0024
2003-04-24,11.25,34.165,6.14,0,0.0017
2003-04-24,13.03,34.371,6.16,0,0.0032
2003-04-24,10.8,34.02,6.0,0,0.0015
2003-04-24,12.6,34.429,6.19,0,0.0027
2003-04-24,14.49,34.658,5.99,0,0.0054
2003-04-24,13.6,34.769,5.95,0,0.0039
2003-04-24,9.52,33.989000000000004,5.85,0,0.001
2003-04-24,9.97,34.573,5.88,0,0.0011
2003-04-24,10.87,33.946,6.19,0,0.0015
2003-04-24,10.8,34.02,6.0,0,0.0015
2003-04-24,10.98,33.978,6.07,0,0.0016
2003-04-24,13.49,34.301,6.07,0,0.0038
2003-04-24,13.78,34.32,6.16,0,0.0041
2003-04-24,12.29,34.292,6.29,0,0.0024
2003-04-24,12.48,34.309,6.02,0,0.0027
2003-04-24,13.13,34.41,6.13,0,0.0033
2003-04-25,11.97,34.194,6.13,0,0.0022
2003-04-25,11.03,34.06,6.16,0,0.0016
2003-04-25,12.5,34.305,6.24,0,0.0026
2003-04-25,13.55,34.336,6.19,0,0.0038
2003-04-25,10.23,34.082,6.22,0,0.0012
2003-04-25,10.48,34.054,6.01,0,0.0013
2003-04-25,11.12,34.143,6.29,0,0.0016
2003-04-25,10.49,34.001,6.36,0,0.0013
2003-04-25,10.52,33.856,6.16,0,0.0013
2003-06-01,19.93,31.941,6.24,0,0.0373
2003-06-01,19.85,32.681,5.21,0,0.0416
2003-06-01,19.64,32.510999999999996,6.28,0,0.0331
2003-06-02,18.33,31.846,6.75,0,0.0199
2003-06-02,18.5,32.089,6.46,0,0.0219
2003-06-02,18.26,31.712,5.44,0,0.0239
2003-06-02,18.19,31.914,5.36,0,0.0234
2003-06-02,17.94,31.906999999999996,6.07,0,0.0193
2003-06-02,17.28,32.24,6.11,0,0.0151
2003-06-02,15.93,32.123000000000005,5.81,0,0.0099
2003-06-02,16.47,32.116,6.12,0,0.0114
2003-06-02,18.0,31.769000000000002,5.99,0,0.02
2003-06-02,18.02,31.75800000000001,6.73,0,0.018
2003-06-02,18.43,31.978,6.36,0,0.0218
2003-06-02,18.84,31.816999999999997,6.9,0,0.0232
2003-06-02,19.51,32.218,5.04,0,0.0385
2003-06-02,20.22,33.062,5.1,0,0.0475
2003-06-02,19.45,32.607,4.93,0,0.0379
2003-06-03,19.64,32.454,5.59,0,0.0368
2003-06-03,20.52,32.242,5.48,0,0.0507
2003-06-03,20.34,31.914,5.51,0,0.0479
2003-06-03,21.2,32.819,3.97,0,0.0782
2003-06-03,20.38,32.748000000000005,4.95,0,0.0517
2003-06-03,20.08,32.465,5.11,0,0.0459
2003-06-03,20.12,32.973,6.15,0,0.0392
2003-06-03,20.05,33.171,6.2,0,0.0378
2003-06-03,18.82,32.278,5.88,0,0.0267
2003-06-03,18.71,32.095,6.23,0,0.0244
2003-06-03,18.29,32.152,6.39,0,0.0206
2003-06-03,18.39,31.804000000000002,6.39,0,0.0215
2003-06-03,18.08,31.83,7.79,0,0.0155
2003-06-03,18.15,31.718000000000004,6.74,0,0.0188
2003-06-09,15.61,33.75,5.78,0,0.0085
2003-06-09,18.03,33.71,5.67,0,0.0201
2003-06-09,19.12,33.1,5.46,0,0.0308
2003-06-09,19.93,33.53,5.69,0,0.0389
2003-06-09,19.93,33.53,5.69,0,0.0389
2003-06-09,20.46,33.68,5.45,0,0.048
2003-06-09,19.67,34.2,5.52,0,0.0358
2003-06-10,19.39,34.04,5.37,0,0.0334
2003-06-10,18.48,33.87,5.24,0,0.025
2003-06-10,18.68,33.98,5.21,0,0.0269
2003-06-10,18.9,34.11,5.29,0,0.0286
2003-06-10,19.84,34.23,5.27,0,0.0394
2003-06-10,19.93,34.15,5.28,0,0.0407
2003-06-10,19.17,33.42,5.79,0,0.0296
2003-06-10,17.35,33.51,5.81,0,0.0156
2003-06-10,19.22,33.36,5.87,0,0.0298
2003-06-10,18.9,34.11,5.29,0,0.0286
2003-06-10,19.22,33.43,5.72,0,0.0304
2003-06-10,19.63,33.21,5.96,0,0.0339
2003-06-11,19.41,33.385,5.84,0,0.0319
2003-06-12,19.42,33.36,4.23,0,0.0409
2003-06-12,19.48,33.25,5.75,0,0.0333
2003-06-12,18.34,33.39,5.48,0,0.0233
2003-06-12,18.32,33.61,5.47,0,0.023
2003-06-12,19.45,33.46,5.48,0,0.0341
2003-06-12,19.45,33.46,5.48,0,0.0341
2003-06-12,20.27,34.02,5.56,0,0.0439
2003-06-12,20.15,33.7,5.53,0,0.0427
2003-06-12,20.34,33.95,5.52,0,0.0453
2003-06-13,19.09,34.0,5.66,0,0.0289
2003-06-13,19.36,34.0,5.71,0,0.0315
2003-06-13,19.14,34.05,5.31,0,0.031
2003-06-13,19.74,34.18,5.33,0,0.0378
2003-06-13,19.43,33.59,5.43,0,0.034
2003-06-13,19.73,34.03,5.31,0,0.0379
2003-06-13,19.82,33.507,5.3,0,0.0397
2003-06-13,20.79,33.705,5.22,0,0.0555
2003-06-13,19.56,34.19,5.33,0,0.0355
2003-06-13,21.45,33.493,5.43,0,0.0675
2003-06-13,19.0,34.03,5.35,0,0.0293
2003-06-13,19.25,33.45,5.45,0,0.032
2003-06-13,18.7,33.5,5.42,0,0.0266
2003-06-13,18.57,33.56,4.33,0,0.03
2003-06-13,21.17,33.39,5.17,0,0.064
2003-06-13,20.6,33.665,5.15,0,0.0527
2003-06-13,19.21,33.291,5.18,0,0.033
2003-06-13,18.33,33.068000000000005,5.75,0,0.0225
2003-06-13,19.44,33.241,5.48,0,0.0342
2003-06-13,20.22,32.332,5.77,0,0.0437
2003-06-13,19.71,32.922,5.52,0,0.0376
2003-06-13,19.82,33.507,5.3,0,0.0397
2003-06-13,20.56,33.397,5.34,0,0.0509
2003-06-14,21.43,33.096,5.0,0,0.0721
2003-06-14,21.6,33.025,5.06,0,0.0757
2003-06-14,21.37,32.798,5.21,0,0.0691
2003-06-14,20.94,33.334,5.26,0,0.0586
2003-06-14,20.48,33.400999999999996,5.29,0,0.0499
2003-06-14,19.36,33.224000000000004,5.51,0,0.0331
